,OpenDate,Open,High,Low,Close,BaseVolume,CloseDate,QuoteVolume
40,2017-09-27 03:30:00,289.91000000,313.00000000,286.13000000,309.74000000,5518.10382000,2017-09-28 03:29:59.999,1641896.87436510
41,2017-09-28 03:30:00,309.81000000,311.81000000,296.89000000,302.44000000,6600.90922000,2017-09-29 03:29:59.999,2009233.88871050
42,2017-09-29 03:30:00,302.44000000,303.00000000,274.00000000,292.22000000,11089.19902000,2017-09-30 03:29:59.999,3213725.09039790
43,2017-09-30 03:30:00,292.62000000,307.49000000,292.22000000,304.36000000,4020.60795000,2017-10-01 03:29:59.999,1214456.83804620
44,2017-10-01 03:30:00,305.13000000,306.00000000,294.00000000,303.95000000,5060.05758000,2017-10-02 03:29:59.999,1518988.30299000
45,2017-10-02 03:30:00,303.94000000,305.00000000,295.00000000,296.50000000,3710.83747000,2017-10-03 03:29:59.999,1116501.22481220
46,2017-10-03 03:30:00,298.15000000,301.99000000,283.18000000,292.48000000,5546.85702000,2017-10-04 03:29:59.999,1622460.72677460
47,2017-10-04 03:30:00,292.47000000,297.97000000,288.00000000,291.99000000,4014.88792000,2017-10-05 03:29:59.999,1176260.21718690
48,2017-10-05 03:30:00,290.00000000,297.44000000,285.53000000,294.81000000,3412.39016000,2017-10-06 03:29:59.999,994768.49540650
49,2017-10-06 03:30:00,294.78000000,310.80000000,293.78000000,310.80000000,3541.02359000,2017-10-07 03:29:59.999,1063779.35392510
50,2017-10-07 03:30:00,309.90000000,318.50000000,303.60000000,311.01000000,2165.79076000,2017-10-08 03:29:59.999,672026.66853280
51,2017-10-08 03:30:00,311.08000000,317.07000000,309.00000000,311.07000000,2960.93198000,2017-10-09 03:29:59.999,923989.78755400
52,2017-10-09 03:30:00,311.13000000,312.13000000,286.65000000,297.19000000,4885.37863000,2017-10-10 03:29:59.999,1462524.62495310
53,2017-10-10 03:30:00,297.35000000,308.56000000,293.00000000,298.64000000,6749.27468000,2017-10-11 03:29:59.999,2028540.47292730
54,2017-10-11 03:30:00,300.88000000,305.50000000,298.02000000,304.01000000,3724.68630000,2017-10-12 03:29:59.999,1125331.50335720
55,2017-10-12 03:30:00,304.01000000,310.00000000,302.71000000,303.99000000,7827.75596000,2017-10-13 03:29:59.999,2397065.16336710
56,2017-10-13 03:30:00,303.52000000,353.96000000,297.00000000,337.96000000,17925.36585000,2017-10-14 03:29:59.999,5832987.25591010
57,2017-10-14 03:30:00,337.96000000,349.80000000,335.00000000,342.00000000,7731.96469000,2017-10-15 03:29:59.999,2655702.11454550
58,2017-10-15 03:30:00,342.00000000,348.00000000,316.17000000,337.96000000,10011.34708000,2017-10-16 03:29:59.999,3326752.59711660
59,2017-10-16 03:30:00,337.50000000,354.00000000,332.78000000,335.19000000,8663.47097000,2017-10-17 03:29:59.999,2956522.04178740
60,2017-10-17 03:30:00,335.18000000,336.58000000,312.65000000,315.19000000,8146.74356000,2017-10-18 03:29:59.999,2638150.88929040
61,2017-10-18 03:30:00,315.19000000,318.00000000,284.68000000,309.70000000,12908.04540000,2017-10-19 03:29:59.999,3915770.15446750
62,2017-10-19 03:30:00,311.52000000,315.00000000,300.00000000,308.66000000,8678.74739000,2017-10-20 03:29:59.999,2675399.86024250
63,2017-10-20 03:30:00,308.66000000,311.18000000,302.00000000,304.51000000,8739.31764000,2017-10-21 03:29:59.999,2667391.89975510
64,2017-10-21 03:30:00,304.51000000,305.34000000,290.00000000,298.94000000,8591.63121000,2017-10-22 03:29:59.999,2558677.41154280
65,2017-10-22 03:30:00,298.99000000,306.99000000,290.00000000,293.79000000,7173.06893000,2017-10-23 03:29:59.999,2120546.54702250
66,2017-10-23 03:30:00,293.78000000,294.60000000,272.20000000,281.09000000,9658.78404000,2017-10-24 03:29:59.999,2743010.98770280
67,2017-10-24 03:30:00,282.27000000,310.00000000,275.50000000,297.38000000,14066.67924000,2017-10-25 03:29:59.999,4253110.31958060
68,2017-10-25 03:30:00,295.43000000,300.00000000,281.00000000,294.49000000,9703.09261000,2017-10-26 03:29:59.999,2840747.38462630
69,2017-10-26 03:30:00,294.10000000,299.76000000,291.03000000,294.71000000,7813.02717000,2017-10-27 03:29:59.999,2306446.33373280
70,2017-10-27 03:30:00,294.72000000,298.10000000,292.03000000,296.33000000,6272.14802000,2017-10-28 03:29:59.999,1852704.41610560
71,2017-10-28 03:30:00,296.14000000,297.00000000,290.10000000,291.87000000,5848.86589000,2017-10-29 03:29:59.999,1715796.79419360
72,2017-10-29 03:30:00,291.86000000,309.40000000,291.86000000,305.00000000,9019.13315000,2017-10-30 03:29:59.999,2716332.81538860
73,2017-10-30 03:30:00,305.00000000,316.00000000,302.10000000,307.25000000,8946.12026000,2017-10-31 03:29:59.999,2751568.63653630
74,2017-10-31 03:30:00,305.95000000,309.99000000,304.01000000,304.90000000,7640.41182000,2017-11-01 03:29:59.999,2347542.86483170
75,2017-11-01 03:30:00,304.89000000,305.90000000,286.34000000,287.01000000,9843.16660000,2017-11-02 03:29:59.999,2948801.70630060
76,2017-11-02 03:30:00,287.30000000,293.00000000,274.73000000,283.12000000,13423.85720000,2017-11-03 03:29:59.999,3810829.65967330
77,2017-11-03 03:30:00,283.12000000,307.00000000,282.00000000,304.08000000,8194.03465000,2017-11-04 03:29:59.999,2400297.63478160
78,2017-11-04 03:30:00,304.09000000,304.99000000,292.11000000,298.04000000,7828.41744000,2017-11-05 03:29:59.999,2333944.76080540
79,2017-11-05 03:30:00,298.10000000,302.14000000,293.13000000,295.53000000,6638.42119000,2017-11-06 03:29:59.999,1974433.01351300
80,2017-11-06 03:30:00,295.19000000,305.58000000,290.11000000,297.97000000,7515.50103000,2017-11-07 03:29:59.999,2233482.61226260
81,2017-11-07 03:30:00,297.25000000,303.52000000,287.00000000,291.78000000,9418.57881000,2017-11-08 03:29:59.999,2765345.58277720
82,2017-11-08 03:30:00,291.31000000,320.00000000,290.02000000,303.02000000,15961.85772000,2017-11-09 03:29:59.999,4839176.80681300
83,2017-11-09 03:30:00,303.60000000,329.00000000,299.50000000,317.87000000,11151.29946000,2017-11-10 03:29:59.999,3527294.75033460
84,2017-11-10 03:30:00,318.50000000,322.65000000,285.82000000,293.50000000,15597.16557000,2017-11-11 03:29:59.999,4762536.58505160
85,2017-11-11 03:30:00,293.52000000,318.00000000,291.91000000,310.02000000,10850.16279000,2017-11-12 03:29:59.999,3282643.02778610
86,2017-11-12 03:30:00,310.87000000,316.99000000,281.01000000,305.24000000,21123.15319000,2017-11-13 03:29:59.999,6345603.77067890
87,2017-11-13 03:30:00,304.00000000,318.88000000,303.70000000,312.99000000,15551.67434000,2017-11-14 03:29:59.999,4852265.39556490
88,2017-11-14 03:30:00,313.00000000,337.54000000,312.94000000,335.61000000,17709.22270000,2017-11-15 03:29:59.999,5756893.45279360
89,2017-11-15 03:30:00,335.60000000,339.00000000,324.00000000,331.33000000,15597.16131000,2017-11-16 03:29:59.999,5178507.45727470
90,2017-11-16 03:30:00,330.98000000,334.75000000,321.41000000,331.49000000,14145.71696000,2017-11-17 03:29:59.999,4638262.26258350
91,2017-11-17 03:30:00,331.49000000,334.60000000,323.84000000,331.23000000,18042.02544000,2017-11-18 03:29:59.999,5954175.94002110
92,2017-11-18 03:30:00,331.20000000,349.90000000,326.01000000,346.66000000,14361.49730000,2017-11-19 03:29:59.999,4780354.33540800
93,2017-11-19 03:30:00,346.66000000,373.56000000,343.07000000,354.15000000,19397.74898000,2017-11-20 03:29:59.999,6895884.06240290
94,2017-11-20 03:30:00,355.15000000,372.50000000,353.90000000,367.42000000,18277.01940000,2017-11-21 03:29:59.999,6600961.95826400
95,2017-11-21 03:30:00,367.42000000,375.50000000,350.02000000,362.12000000,26237.64398000,2017-11-22 03:29:59.999,9556690.23124020
96,2017-11-22 03:30:00,362.12000000,384.84000000,359.00000000,380.65000000,18121.58484000,2017-11-23 03:29:59.999,6654403.08984950
97,2017-11-23 03:30:00,380.63000000,425.00000000,370.02000000,405.00000000,25409.00111000,2017-11-24 03:29:59.999,10084943.08955680
98,2017-11-24 03:30:00,405.03000000,475.00000000,392.80000000,469.00000000,30398.35831000,2017-11-25 03:29:59.999,13089282.21147210
99,2017-11-25 03:30:00,467.57000000,484.47000000,450.00000000,461.82000000,21428.63117000,2017-11-26 03:29:59.999,9958206.25645530
100,2017-11-26 03:30:00,461.00000000,465.00000000,436.14000000,462.84000000,21691.11759000,2017-11-27 03:29:59.999,9854650.94320160
101,2017-11-27 03:30:00,462.84000000,486.94000000,453.00000000,472.31000000,23761.11416000,2017-11-28 03:29:59.999,11199192.40160950
102,2017-11-28 03:30:00,472.32000000,477.50000000,453.50000000,466.17000000,23967.24816000,2017-11-29 03:29:59.999,11224970.93342870
103,2017-11-29 03:30:00,466.17000000,515.00000000,385.00000000,421.70000000,51313.49571000,2017-11-30 03:29:59.999,23657537.25119300
104,2017-11-30 03:30:00,421.92000000,460.00000000,387.01000000,427.43000000,45184.22265000,2017-12-01 03:29:59.999,19125706.00076650
105,2017-12-01 03:30:00,428.05000000,465.97000000,413.74000000,457.51000000,33072.21995000,2017-12-02 03:29:59.999,14471054.86973500
106,2017-12-02 03:30:00,457.53000000,471.91000000,445.00000000,457.63000000,25796.14000000,2017-12-03 03:29:59.999,11883272.79966420
107,2017-12-03 03:30:00,457.31000000,485.90000000,440.11000000,460.30000000,24490.05997000,2017-12-04 03:29:59.999,11436416.92419770
108,2017-12-04 03:30:00,460.30000000,470.98000000,445.00000000,466.67000000,23182.65949000,2017-12-05 03:29:59.999,10662508.84976440
109,2017-12-05 03:30:00,466.66000000,468.67000000,445.21000000,452.26000000,25387.11695000,2017-12-06 03:29:59.999,11663673.28648950
110,2017-12-06 03:30:00,452.26000000,455.10000000,400.00000000,411.01000000,38638.76036000,2017-12-07 03:29:59.999,16767914.25660970
111,2017-12-07 03:30:00,413.50000000,427.61000000,375.01000000,406.33000000,41343.73269000,2017-12-08 03:29:59.999,16842079.09190120
112,2017-12-08 03:30:00,406.52000000,456.78000000,390.00000000,442.56000000,41064.60305000,2017-12-09 03:29:59.999,17430991.95905210
113,2017-12-09 03:30:00,442.56000000,488.00000000,426.40000000,460.00000000,41918.34044000,2017-12-10 03:29:59.999,19341744.41303860
114,2017-12-10 03:30:00,460.00000000,460.05000000,403.20000000,427.35000000,34919.25938000,2017-12-11 03:29:59.999,15125760.61570250
115,2017-12-11 03:30:00,427.35000000,512.00000000,427.35000000,508.70000000,29763.16644000,2017-12-12 03:29:59.999,13776239.58265010
116,2017-12-12 03:30:00,508.44000000,639.27000000,494.89000000,620.00000000,59387.02259000,2017-12-13 03:29:59.999,33241867.03352950
117,2017-12-13 03:30:00,622.00000000,705.69000000,539.93000000,683.99000000,57694.18773000,2017-12-14 03:29:59.999,36344921.46479940
118,2017-12-14 03:30:00,683.98000000,747.60000000,630.50000000,679.76000000,60919.26902000,2017-12-15 03:29:59.999,41882857.09526100
119,2017-12-15 03:30:00,679.76000000,689.00000000,594.60000000,674.95000000,39778.16165000,2017-12-16 03:29:59.999,25891535.69694390
120,2017-12-16 03:30:00,673.75000000,712.00000000,669.22000000,682.81000000,26866.05330000,2017-12-17 03:29:59.999,18466770.73251090
121,2017-12-17 03:30:00,681.80000000,728.00000000,680.33000000,707.64000000,31398.44760000,2017-12-18 03:29:59.999,22242667.21533620
122,2017-12-18 03:30:00,707.62000000,798.88000000,638.00000000,784.00000000,45673.70777000,2017-12-19 03:29:59.999,32799947.57446940
123,2017-12-19 03:30:00,784.00000000,864.90000000,729.01000000,798.00000000,69423.62125000,2017-12-20 03:29:59.999,55123972.01609010
124,2017-12-20 03:30:00,798.00000000,828.00000000,661.00000000,790.21000000,72526.28416000,2017-12-21 03:29:59.999,55604509.75310120
125,2017-12-21 03:30:00,794.62000000,845.99000000,705.98000000,782.41000000,78222.53998000,2017-12-22 03:29:59.999,62052521.65090250
126,2017-12-22 03:30:00,784.00000000,796.00000000,504.99000000,635.97000000,154630.49482000,2017-12-23 03:29:59.999,98661808.48224840
127,2017-12-23 03:30:00,635.15000000,714.99000000,627.97000000,640.34000000,79001.05634000,2017-12-24 03:29:59.999,53738833.88061430
128,2017-12-24 03:30:00,640.33000000,667.64000000,563.49000000,658.00000000,95431.94156000,2017-12-25 03:29:59.999,59101715.15062930
129,2017-12-25 03:30:00,659.40000000,744.00000000,599.99000000,714.95000000,78544.84102000,2017-12-26 03:29:59.999,55108579.68400840
130,2017-12-26 03:30:00,713.12000000,750.00000000,712.56000000,750.00000000,60052.47905000,2017-12-27 03:29:59.999,44216631.90196370
131,2017-12-27 03:30:00,750.00000000,766.05000000,693.18000000,739.89000000,51339.27820000,2017-12-28 03:29:59.999,38102246.98666030
132,2017-12-28 03:30:00,739.89000000,744.93000000,645.88000000,707.89000000,72679.61288000,2017-12-29 03:29:59.999,50030889.11104550
133,2017-12-29 03:30:00,709.50000000,757.87000000,703.00000000,733.99000000,64028.12647000,2017-12-30 03:29:59.999,46838775.81758080
134,2017-12-30 03:30:00,732.90000000,735.00000000,635.82000000,681.06000000,89879.99994000,2017-12-31 03:29:59.999,61752153.66107810
135,2017-12-31 03:30:00,680.01000000,740.00000000,672.86000000,733.98000000,62628.24458000,2018-01-01 03:29:59.999,44570894.79906170
136,2018-01-01 03:30:00,733.01000000,763.55000000,716.80000000,754.99000000,53909.25885000,2018-01-02 03:29:59.999,40049370.59492610
137,2018-01-02 03:30:00,754.99000000,899.50000000,749.06000000,855.28000000,113257.78355000,2018-01-03 03:29:59.999,95749946.06046560
138,2018-01-03 03:30:00,855.13000000,950.01000000,810.00000000,934.03000000,89041.45688000,2018-01-04 03:29:59.999,78173093.71219920
139,2018-01-04 03:30:00,934.03000000,1009.72000000,890.01000000,940.00000000,102894.47384000,2018-01-05 03:29:59.999,97740086.59030570
140,2018-01-05 03:30:00,940.00000000,1045.00000000,930.00000000,959.30000000,97374.01630000,2018-01-06 03:29:59.999,95739901.47601940
141,2018-01-06 03:30:00,958.00000000,1017.56000000,950.00000000,1004.11000000,71954.27895000,2018-01-07 03:29:59.999,71196052.34066790
142,2018-01-07 03:30:00,1003.71000000,1125.00000000,999.90000000,1123.09000000,65278.81957000,2018-01-08 03:29:59.999,70126945.17356540
143,2018-01-08 03:30:00,1123.09000000,1239.18000000,910.00000000,1133.18000000,158831.54798000,2018-01-09 03:29:59.999,176599793.21126880
144,2018-01-09 03:30:00,1133.18000000,1326.50000000,1104.85000000,1291.00000000,118702.88684000,2018-01-10 03:29:59.999,143246762.08456970
145,2018-01-10 03:30:00,1291.00000000,1440.00000000,1201.10000000,1247.00000000,160185.01290000,2018-01-11 03:29:59.999,210902815.46883200
146,2018-01-11 03:30:00,1249.03000000,1332.49000000,1021.00000000,1138.93000000,194546.29387000,2018-01-12 03:29:59.999,230792205.87537420
147,2018-01-12 03:30:00,1136.45000000,1288.50000000,1069.01000000,1253.87000000,93763.47261000,2018-01-13 03:29:59.999,113367281.76511590
148,2018-01-13 03:30:00,1253.87000000,1427.01000000,1252.00000000,1388.02000000,75893.43201000,2018-01-14 03:29:59.999,101824625.25840410
149,2018-01-14 03:30:00,1388.10000000,1391.89000000,1220.89000000,1347.00000000,98391.19585000,2018-01-15 03:29:59.999,128517479.71604510
150,2018-01-15 03:30:00,1347.99000000,1383.13000000,1258.12000000,1271.00000000,69236.70476000,2018-01-16 03:29:59.999,90732886.24105530
151,2018-01-16 03:30:00,1268.67000000,1275.01000000,780.00000000,1000.00000000,343889.36509000,2018-01-17 03:29:59.999,355819297.45705260
152,2018-01-17 03:30:00,999.99000000,1075.51000000,755.00000000,1000.00000000,436333.67326000,2018-01-18 03:29:59.999,398063123.66295320
153,2018-01-18 03:30:00,1000.00000000,1075.20000000,924.21000000,994.00000000,294545.71207000,2018-01-19 03:29:59.999,296964713.70633010
154,2018-01-19 03:30:00,993.30000000,1079.00000000,941.00000000,1032.50000000,167954.11253000,2018-01-20 03:29:59.999,171217738.31622490
155,2018-01-20 03:30:00,1032.50000000,1165.40000000,1031.00000000,1152.75000000,123352.58362000,2018-01-21 03:29:59.999,137333158.12837540
156,2018-01-21 03:30:00,1150.37000000,1152.69000000,998.00000000,1049.00000000,175031.00789000,2018-01-22 03:29:59.999,186353755.57316150
157,2018-01-22 03:30:00,1049.00000000,1090.15000000,908.00000000,993.00000000,185212.52002000,2018-01-23 03:29:59.999,185276703.38114570
158,2018-01-23 03:30:00,993.00000000,1030.00000000,909.00000000,980.00000000,160159.63958000,2018-01-24 03:29:59.999,156053774.30993190
159,2018-01-24 03:30:00,981.20000000,1074.00000000,953.09000000,1061.00000000,134257.79470000,2018-01-25 03:29:59.999,135793371.30359060
160,2018-01-25 03:30:00,1060.34000000,1115.00000000,1030.26000000,1056.52000000,119415.93495000,2018-01-26 03:29:59.999,127855243.16991910
161,2018-01-26 03:30:00,1055.29000000,1082.00000000,986.00000000,1051.03000000,145113.63800000,2018-01-27 03:29:59.999,150237011.30051970
162,2018-01-27 03:30:00,1051.03000000,1127.99000000,1032.20000000,1118.99000000,96894.33839000,2018-01-28 03:29:59.999,105043056.37682400
163,2018-01-28 03:30:00,1118.99000000,1277.00000000,1112.00000000,1251.96000000,143510.73586000,2018-01-29 03:29:59.999,173283524.87516750
164,2018-01-29 03:30:00,1251.96000000,1258.89000000,1161.65000000,1177.01000000,105292.76808000,2018-01-30 03:29:59.999,126282956.23860490
165,2018-01-30 03:30:00,1177.01000000,1186.85000000,1051.00000000,1085.50000000,155278.55404000,2018-01-31 03:29:59.999,173857602.76472660
166,2018-01-31 03:30:00,1084.63000000,1135.00000000,1029.00000000,1124.81000000,100372.03783000,2018-02-01 03:29:59.999,109226169.40308700
167,2018-02-01 03:30:00,1125.96000000,1164.99000000,981.00000000,1041.94000000,203355.29052000,2018-02-02 03:29:59.999,220810878.73135090
168,2018-02-02 03:30:00,1041.89000000,1047.20000000,783.67000000,922.30000000,377375.22874000,2018-02-03 03:29:59.999,348077470.81722150
169,2018-02-03 03:30:00,923.67000000,998.00000000,851.00000000,971.00000000,160037.88129000,2018-02-04 03:29:59.999,150132852.16983070
170,2018-02-04 03:30:00,971.00000000,975.00000000,789.00000000,823.56000000,186446.03160000,2018-02-05 03:29:59.999,163419119.01139310
171,2018-02-05 03:30:00,821.60000000,862.47000000,634.94000000,697.92000000,365516.52899000,2018-02-06 03:29:59.999,270801309.65419200
172,2018-02-06 03:30:00,697.93000000,798.00000000,570.10000000,779.25000000,648944.42040000,2018-02-07 03:29:59.999,435291131.04547760
173,2018-02-07 03:30:00,779.99000000,849.00000000,714.18000000,754.00000000,356403.44410000,2018-02-08 03:29:59.999,282259408.68782730
174,2018-02-08 03:30:00,753.19000000,786.93000000,751.00000000,781.66000000,10516.26190000,2018-02-08 03:58:14.799,8110366.54793310
175,2018-02-09 03:30:00,781.66000000,882.20000000,781.66000000,877.00000000,95447.67289000,2018-02-10 03:29:59.999,81316368.02043540
176,2018-02-10 03:30:00,876.30000000,911.20000000,800.00000000,851.15000000,214818.06768000,2018-02-11 03:29:59.999,184921264.97540710
177,2018-02-11 03:30:00,851.15000000,857.00000000,768.28000000,808.99000000,189323.40800000,2018-02-12 03:29:59.999,154647315.01899800
178,2018-02-12 03:30:00,808.58000000,877.56000000,807.46000000,866.66000000,143586.93121000,2018-02-13 03:29:59.999,122610007.85699210
179,2018-02-13 03:30:00,866.39000000,871.00000000,820.00000000,841.57000000,110305.93537000,2018-02-14 03:29:59.999,92966057.37655680
180,2018-02-14 03:30:00,841.57000000,924.99000000,841.30000000,919.09000000,150342.85558000,2018-02-15 03:29:59.999,133514830.89704840
181,2018-02-15 03:30:00,919.09000000,946.66000000,895.59000000,924.55000000,155637.78524000,2018-02-16 03:29:59.999,143817533.14156030
182,2018-02-16 03:30:00,924.55000000,948.48000000,901.36000000,938.67000000,115540.16349000,2018-02-17 03:29:59.999,107292023.64323890
183,2018-02-17 03:30:00,938.60000000,974.00000000,933.48000000,969.99000000,110091.03618000,2018-02-18 03:29:59.999,105637458.53230330
184,2018-02-18 03:30:00,969.99000000,978.50000000,897.00000000,911.00000000,160129.79518000,2018-02-19 03:29:59.999,149501060.85399620
185,2018-02-19 03:30:00,911.00000000,956.22000000,906.04000000,938.11000000,80099.49534000,2018-02-20 03:29:59.999,75083849.37544660
186,2018-02-20 03:30:00,939.17000000,961.00000000,873.00000000,882.99000000,120056.67502000,2018-02-21 03:29:59.999,111258169.98269990
187,2018-02-21 03:30:00,882.99000000,908.88000000,812.87000000,835.89000000,176200.55151000,2018-02-22 03:29:59.999,151739402.98468700
188,2018-02-22 03:30:00,836.35000000,871.96000000,786.60000000,801.49000000,137561.85113000,2018-02-23 03:29:59.999,112939926.71690960
189,2018-02-23 03:30:00,801.47000000,885.00000000,785.99000000,851.60000000,154507.41338000,2018-02-24 03:29:59.999,130147658.00644790
190,2018-02-24 03:30:00,851.59000000,875.00000000,805.00000000,833.94000000,89311.57940000,2018-02-25 03:29:59.999,75082869.27221530
191,2018-02-25 03:30:00,833.92000000,849.50000000,813.18000000,841.19000000,59431.26474000,2018-02-26 03:29:59.999,49520472.19407260
192,2018-02-26 03:30:00,841.46000000,882.00000000,833.00000000,867.98000000,74911.46560000,2018-02-27 03:29:59.999,64498089.20357200
193,2018-02-27 03:30:00,867.98000000,897.49000000,860.69000000,870.11000000,63487.68425000,2018-02-28 03:29:59.999,55793476.98017200
194,2018-02-28 03:30:00,871.84000000,891.00000000,850.30000000,853.50000000,53620.45209000,2018-03-01 03:29:59.999,46744924.41977600
195,2018-03-01 03:30:00,853.50000000,879.96000000,848.65000000,870.63000000,43785.00503000,2018-03-02 03:29:59.999,37976139.75173690
196,2018-03-02 03:30:00,870.63000000,876.22000000,850.00000000,856.28000000,39436.26006000,2018-03-03 03:29:59.999,34068626.38325950
197,2018-03-03 03:30:00,856.27000000,870.78000000,852.30000000,856.02000000,34170.29420000,2018-03-04 03:29:59.999,29487108.37488000
198,2018-03-04 03:30:00,856.51000000,868.00000000,836.24000000,866.66000000,29735.01829000,2018-03-05 03:29:59.999,25364732.86436440
199,2018-03-05 03:30:00,866.61000000,871.75000000,847.20000000,849.84000000,30567.79813000,2018-03-06 03:29:59.999,26391332.15467580
